PFAM	GCount	GProp	Icount	Iprop	Enrichment
DUF255	2341	0.000184393	10	0.478628775	0.003598796
SnoaL_2	6647	0.000523563	42	0.707984631	0.003589163
DUF462	856	6.74E-05	1	0.130896024	0.003582044
DUF3298	1406	0.000110746	4	0.318768126	0.003577586
Sod_Fe_C	4697	0.000369968	27	0.644085352	0.003575043
Tim44	1734	0.000136582	6	0.387705869	0.003538652
Cyanate_lyase	858	6.76E-05	1	0.130590905	0.003526608
Pentapeptide_2	1055	8.31E-05	2	0.212411367	0.003518901
Hepar_II_III	1409	0.000110982	4	0.318089414	0.003512494
GspL	1237	9.74E-05	3	0.271738875	0.003508529
Methyltransf_15	1056	8.32E-05	2	0.21221022	0.003494111
RDD	4439	0.000349646	25	0.631037374	0.003477181
Fer4_7	2787	0.000219523	13	0.522644762	0.003448082
GIY-YIG	8816	0.000694408	59	0.749860796	0.003425687
PucR	1241	9.77E-05	3	0.270863005	0.003417905
DHH	6280	0.000494655	39	0.695833257	0.003417191
Flavoprotein	3768	0.000296793	20	0.594729279	0.003414738
MNHE	1414	0.000111376	4	0.316964629	0.003406491
SecY	3773	0.000297187	20	0.593941141	0.003353014
PspB	865	6.81E-05	1	0.1295341	0.003339109
Guanylate_cyc	5379	0.000423686	32	0.666574434	0.003333396
Citrate_synt	6419	0.000505604	40	0.698220883	0.003323853
Ribonuclease	869	6.84E-05	1	0.128937855	0.003236381
DUF95	1067	8.40E-05	2	0.210022486	0.0032323
FtsZ_C	4057	0.000319557	22	0.607600177	0.003220612
Robl_LC7	2659	0.000209441	12	0.505665271	0.003210738
CPSase_L_D2	1752	0.000137999	6	0.38372259	0.003204051
DUF299	2367	0.000186441	10	0.47337134	0.003184046
HupF_HypC	2661	0.000209598	12	0.505285214	0.00318232
PTPS	3650	0.000287499	19	0.583258336	0.003178479
Glutaredoxin	7969	0.000627692	52	0.731138638	0.003165491
DUF2233	1426	0.000112321	4	0.314297325	0.003164309
IDH	1072	8.44E-05	2	0.209042903	0.003119651
DUF143	3655	0.000287893	19	0.582460445	0.003119419
Peptidase_M61	874	6.88E-05	1	0.128200225	0.003112312
HemX	1257	9.90E-05	3	0.267415265	0.003077265
DUF1969	876	6.90E-05	1	0.12790753	0.003063999
DUF2189	876	6.90E-05	1	0.12790753	0.003063999
Phage_T4_gp19	1075	8.47E-05	2	0.208459528	0.003053891
FabA	5935	0.000467481	36	0.679644796	0.003022313
KdpA	2229	0.000175571	9	0.452410483	0.003006327
FA_synthesis	3108	0.000244807	15	0.540767356	0.002967819
Exonuc_V_gamma	2232	0.000175807	9	0.451802404	0.002962248
CTP_synth_N	1081	8.51E-05	2	0.207302491	0.002926363
Nitrate_red_gam	2235	0.000176044	9	0.451195958	0.002918767
LON	1770	0.000139417	6	0.379820326	0.002899245
DNA_pol3_beta	3950	0.000311129	21	0.595692891	0.002898206
GspH	2237	0.000176201	9	0.450792564	0.00289011
ThuA	1083	8.53E-05	2	0.206919661	0.002885009
MM_CoA_mutase	1771	0.000139496	6	0.37960586	0.002883136
Porin_2	1084	8.54E-05	2	0.206728775	0.002864544
ATE_C	1443	0.00011366	4	0.310594584	0.002849014
DUF11	1085	8.55E-05	2	0.206538242	0.00284422
Grp1_Fun34_YaaH	1270	0.000100034	3	0.264677944	0.002824638
DUF1730	2393	0.000188489	10	0.46822815	0.002813682
DUF2884	887	6.99E-05	1	0.126321304	0.002811111
PRC	6481	0.000510487	40	0.691541405	0.002803535
DUF3358	888	6.99E-05	1	0.12617905	0.002789162
FTHFS	1273	0.00010027	3	0.264054194	0.002769225
MAPEG	2397	0.000188804	10	0.467446793	0.002760367
BCCT	3691	0.000290728	19	0.576779444	0.00272251
Ribosomal_L35p	3692	0.000290807	19	0.57662322	0.002712167
Sigma70_ner	2098	0.000165253	8	0.427252607	0.002694634
DUF2387	893	7.03E-05	1	0.12547256	0.002681909
SecG	3695	0.000291043	19	0.576155055	0.002681349
HDOD	2700	0.00021267	12	0.49798665	0.002672193
UDG	9556	0.000752695	64	0.750419397	0.002653893
Ribosomal_L17	3699	0.000291358	19	0.575532016	0.002640752
PMSR	4792	0.00037745	27	0.631316548	0.002623024
SNF	1626	0.000128075	5	0.344547959	0.00260241
FliD_C	1098	8.65E-05	2	0.204092889	0.00259236
DUF1260	1284	0.000101137	3	0.261792047	0.002574816
DNA_mis_repair	3144	0.000247643	15	0.534575364	0.00255535
DUF1190	1286	0.000101294	3	0.261384906	0.002540904
Peptidase_M24	7164	0.000564285	45	0.70381279	0.002531029
UPF0079	3289	0.000259064	16	0.54507508	0.002527593
Meth_synt_2	1287	0.000101373	3	0.261181809	0.002524109
DFP	3715	0.000292619	19	0.573053278	0.002483861
DUF204	1634	0.000128705	5	0.342861066	0.002482542
FecR	6914	0.000544593	43	0.696849991	0.002477448
2OG-FeII_Oxy	4131	0.000325386	22	0.596716029	0.002471372
NosL	907	7.14E-05	1	0.123535828	0.002402641
PTS_2-RNA	908	7.15E-05	1	0.123399776	0.002383821
Aldose_epim	6279	0.000494577	38	0.678099356	0.002377416
ASL_C	1807	0.000142332	6	0.372043153	0.00235614
DUF3558	910	7.17E-05	1	0.123128567	0.002346616
CMD	12477	0.000982773	87	0.781284657	0.002339842
TruB_N	1299	0.000102318	3	0.258769044	0.002330692
Erythro_esteras	911	7.18E-05	1	0.12299341	0.002328227
PD40	3873	0.000305064	20	0.578605712	0.002311143
Saccharop_dh	2584	0.000203533	11	0.476980247	0.002308966
Acyl_CoA_thio	2586	0.000203691	11	0.476611353	0.002287353
DUF2437	914	7.20E-05	1	0.122589711	0.002273904
tRNA-synt_2	7336	0.000577833	46	0.702584764	0.002255266
AraC_N	2136	0.000168246	8	0.419651671	0.002213123
Potass_KdpF	1979	0.000155879	7	0.396325909	0.00220942
Sugar-bind	1819	0.000143277	6	0.369588773	0.002201645
DUF830	1821	0.000143434	6	0.369182854	0.002176843
DUF3315	1312	0.000103342	3	0.256205022	0.002137228
BCSC_C	922	7.26E-05	1	0.121526026	0.002135048
KdpC	2143	0.000168797	8	0.4182809	0.002133709
Hpt	2299	0.000181085	9	0.438635479	0.002121022
Nol1_Nop2_Fmu	1828	0.000143986	6	0.367769134	0.002092098
Ribosomal_L30	3621	0.000285214	18	0.556985897	0.002073463
Shikimate_dh_N	1498	0.000117993	4	0.299190911	0.002021103
OMPdecase	5145	0.000405255	29	0.631557413	0.001984037
5_nucleotid_C	5281	0.000415967	30	0.636510109	0.001973378
Fucose_iso_C	932	7.34E-05	1	0.120222099	0.001973132
MscL	3207	0.000252605	15	0.524073883	0.001957353
Sdh_cyt	5284	0.000416204	30	0.636148729	0.001954105
R3H	1138	8.96E-05	2	0.19691915	0.001945548
ScpA_ScpB	2623	0.000206605	11	0.46988828	0.001919816
Peptidase_M74	1141	8.99E-05	2	0.196401396	0.00190392
PhaG_MnhG_YufB	1680	0.000132328	5	0.333473203	0.001888615
Pirin	5025	0.000395803	28	0.624341471	0.001887578
HHH_3	4890	0.00038517	27	0.618664396	0.0018846
DUF3442	1143	9.00E-05	2	0.196057736	0.00187665
XdhC_CoxI	3505	0.000276078	17	0.543451907	0.00186808
DctA-YdbH	939	7.40E-05	1	0.119325875	0.001867025
TerC	5700	0.000448971	33	0.648693136	0.001862958
SecB	2325	0.000183133	9	0.433730308	0.001859252
CutC	1513	0.000119174	4	0.296224709	0.001838689
5TM-5TMR_LYT	2018	0.000158951	7	0.388666488	0.001785821
Prenyltrans	945	7.44E-05	1	0.11856825	0.001780551
TctA	2640	0.000207944	11	0.466862484	0.001770049
Formyl_trans_C	4222	0.000332553	22	0.583854552	0.001767268
DUF185	1520	0.000119725	4	0.294860516	0.001759052
DUF520	2336	0.000183999	9	0.431687913	0.001757871
BA14K	947	7.46E-05	1	0.118317842	0.00175261
AceK	1153	9.08E-05	2	0.194357322	0.001745886
TPR_1	11751	0.000925588	80	0.762808246	0.001742773
DUF124	1863	0.000146742	6	0.360859891	0.001713118
ArgJ	2497	0.000196681	10	0.448726457	0.00169597
DUF1080	1866	0.000146979	6	0.360279731	0.001683854
DUF1501	2029	0.000159818	7	0.386559376	0.001680958
NIF3	3097	0.000243941	14	0.506508862	0.001677615
CbiC	1868	0.000147136	6	0.359893992	0.001664608
DcuC	1529	0.000120434	4	0.293124908	0.001661502
UPF0114	1702	0.000134061	5	0.329162739	0.001654878
FlgH	2351	0.000185181	9	0.428933631	0.001627949
DUF1318	958	7.55E-05	1	0.116959286	0.001606463
DUF1656	2197	0.000173051	8	0.407999986	0.001604993
Acid_phosphat_B	1165	9.18E-05	2	0.192355358	0.001600621
Metallophos	24728	0.001947745	186	0.842799308	0.001596772
DcuA_DcuB	1708	0.000134534	5	0.328006429	0.001596077
SirB	959	7.55E-05	1	0.116837327	0.001593786
Ribosomal_L20	3688	0.000290492	18	0.546867118	0.001582931
Glyphos_transf	962	7.58E-05	1	0.116472969	0.001556344
LolB	1541	0.00012138	4	0.2908423	0.001539465
Clp_N	966	7.61E-05	1	0.115990679	0.001507762
Urocanase	1721	0.000135558	5	0.325528751	0.001475432
DsrH	969	7.63E-05	1	0.115631575	0.001472308
Amidinotransf	2371	0.000186756	9	0.425315464	0.001468693
FHA	5105	0.000402104	28	0.614557472	0.00143539
DUF1289	2536	0.000199753	10	0.441825695	0.001396325
DUF1271	3285	0.000258749	15	0.51163012	0.001395825
DUF3340	1184	9.33E-05	2	0.189268575	0.001394331
DUF2520	976	7.69E-05	1	0.11480225	0.001392736
Peptidase_S13	2537	0.000199831	10	0.441651542	0.001389338
DUF2502	977	7.70E-05	1	0.114684745	0.00138172
Trp_repressor	1186	9.34E-05	2	0.188949403	0.001374185
MrpF_PhaF	1561	0.000122955	4	0.287115942	0.001354933
UDPG_MGDP_dh	2997	0.000236064	13	0.486023007	0.001351672
DUF1439	981	7.73E-05	1	0.114217122	0.001338504
ATP-synt_DE	2071	0.000163126	7	0.378719929	0.001331666
TatD_DNase	6739	0.000530809	40	0.665066011	0.001327961
DUF2058	984	7.75E-05	1	0.113868899	0.001306968
HTH_6	7273	0.000572871	44	0.677858907	0.001301418
SRP54	3592	0.00028293	17	0.530289236	0.001300337
DUF466	1742	0.000137212	5	0.321604467	0.001298725
Usher	7405	0.000583268	45	0.680906797	0.0012984
SAICAR_synt	4023	0.000316879	20	0.557032047	0.001289987
Cytochrom_NNT	2707	0.000213222	11	0.455307336	0.001279528
LacY_symp	3451	0.000271824	16	0.519487667	0.001278618
Polyketide_cyc	5684	0.00044771	32	0.630806453	0.001270147
GlutR_dimer	1915	0.000150838	6	0.351061085	0.001268065
MtfA	1390	0.000109486	3	0.241828049	0.001263106
Pept_tRNA_hydro	3743	0.000294824	18	0.5388314	0.001262647
ABC-3	8716	0.000686531	55	0.707042771	0.001261669
S-AdoMet_synt_C	4030	0.00031743	20	0.556064497	0.001254479
DUF178	1200	9.45E-05	2	0.186744994	0.001240883
LptC	2562	0.0002018	10	0.437341906	0.001224965
Exonuc_X-T_C	1202	9.47E-05	2	0.18643427	0.001222898
NQR2_RnfD_RnfE	2087	0.000164386	7	0.37581647	0.001217657
Cellulase	3464	0.000272848	16	0.517538089	0.001208658
UPF0104	4744	0.00037367	25	0.590466886	0.00119386
CDO_I	998	7.86E-05	1	0.112271539	0.0011692
PaaA_PaaC	2257	0.000177777	8	0.39715373	0.001163065
SurE	3032	0.000238821	13	0.480412583	0.001148863
DUF329	2098	0.000165253	7	0.373846031	0.001144715
Peptidase_S66	2261	0.000178092	8	0.396451114	0.001138125
GspJ	1213	9.55E-05	2	0.184743605	0.001128432
YdjC	1590	0.000125239	4	0.281879236	0.001124622
BOF	1408	0.000110904	3	0.238736498	0.001117193
tRNA-synt_2b	1005	7.92E-05	1	0.111489548	0.00110578
Trehalase	1410	0.000111061	3	0.238397864	0.001102025
CoaE	3778	0.000297581	18	0.53383958	0.001091233
DUF883	2896	0.000228109	12	0.464283133	0.00107056
DUF1989	1599	0.000125948	4	0.280292673	0.001061151
Cytochrom_C_asm	8397	0.000661405	52	0.693872074	0.001044503
Pyr_redox	17107	0.001347463	121	0.792522742	0.001020086
DUF3470	1607	0.000126578	4	0.278897315	0.001007639
FUSC	2444	0.000192506	9	0.412611688	0.001003241
YqeY	2286	0.000180061	8	0.392115472	0.000993365
EII-Sor	3064	0.000241341	13	0.475395219	0.000988678
Ribosomal_L13	3812	0.000300259	18	0.529078156	0.000945621
DiS_P_DiS	2132	0.000167931	7	0.367884134	0.000944602
HxlR	10629	0.000837212	69	0.727372541	0.000942966
DUF28	4387	0.00034555	22	0.561895126	0.000937521
ACP	1436	0.000113109	3	0.234081468	0.000922098
DUF1025	1436	0.000113109	3	0.234081468	0.000922098
Ribosomal_S9	3820	0.000300889	18	0.527970139	0.000914094
GspM	1438	0.000113267	3	0.233755903	0.000909503
Enolase_C	4254	0.000335074	21	0.553123395	0.000904138
DUF718	1439	0.000113345	3	0.23359346	0.000903268
DivIVA	1973	0.000155407	6	0.340740992	0.000901886
OAD_beta	1033	8.14E-05	1	0.108467567	0.00088426
DUF448	1806	0.000142253	5	0.310207631	0.0008765
OPT	1036	8.16E-05	1	0.108153471	0.000863293
Ribosomal_S16	3690	0.000290649	17	0.516205674	0.000854317
Ribosomal_L19	3691	0.000290728	17	0.516065818	0.000850609
SspB	2151	0.000169427	7	0.364634576	0.000847768
MinC_C	2153	0.000169585	7	0.364295854	0.000838144
DPPIV_N	1254	9.88E-05	2	0.178703343	0.000835061
PTS_IIA	1986	0.000156431	6	0.338510563	0.000834962
DUF1471	6081	0.000478981	34	0.626475559	0.000833878
DUF3313	1041	8.20E-05	1	0.107634002	0.000829432
WES_acyltransf	1453	0.000114448	3	0.231342731	0.000820214
IspA	1990	0.000156746	6	0.337830139	0.000815344
OHCU_decarbox	1454	0.000114527	3	0.231183624	0.000814574
DUF387	2642	0.000208102	10	0.424099153	0.000813548
FMN_bind	2799	0.000220468	11	0.440341893	0.000810523
ABC_membrane_2	2324	0.000183054	8	0.385703946	0.000806323
Epimerase_2	3557	0.000280173	16	0.50400673	0.000802893
DUF350	1459	0.000114921	3	0.230391356	0.000786933
Ald_Xan_dh_C2	2166	0.000170609	7	0.362109406	0.000778082
Bac_globin	2651	0.000208811	10	0.42265936	0.000776485
COX15-CtaA	2333	0.000183763	8	0.384216018	0.000767209
Glyco_hydro_31	2966	0.000233622	12	0.453325676	0.00076163
CstA	2812	0.000221492	11	0.438306173	0.000759139
AzlC	3271	0.000257646	14	0.479565254	0.000758901
PAS_6	1465	0.000115393	3	0.229447774	0.000754963
AstB	1053	8.29E-05	1	0.106407404	0.000753415
DUF885	1833	0.000144379	5	0.305638288	0.000741103
TruB-C_2	1833	0.000144379	5	0.305638288	0.000741103
SMC_N	7728	0.00060871	46	0.666946406	0.000740927
FliM	2340	0.000184314	8	0.383066654	0.000738043
ATP-synt	3871	0.000304906	18	0.521014191	0.00073503
SUI1	1470	0.000115787	3	0.228667339	0.000729288
RNase_HII	3879	0.000305536	18	0.519939658	0.000710113
COX2	5444	0.000428806	29	0.596870479	0.00070238
DUF3817	1062	8.37E-05	1	0.105505646	0.00070095
FlgI	2354	0.000185417	8	0.380788432	0.000682847
1-cysPrx_C	3891	0.000306482	18	0.518336143	0.000674216
KOW	6689	0.000526871	38	0.636535485	0.000670514
SCP2	3599	0.000283482	16	0.498125018	0.000665045
CbiJ	1485	0.000116969	3	0.226357568	0.000657248
Tyr_Deacylase	2841	0.000223776	11	0.433832087	0.000655391
DUF1624	1492	0.00011752	3	0.225295569	0.000626043
CTP_transf_3	5342	0.000420772	28	0.58729238	0.000612831
LytTR	6855	0.000539946	39	0.637466499	0.000606392
Ribosomal_L32p	3919	0.000308687	18	0.514632797	0.000596956
PEP-utilisers_N	3625	0.00028553	16	0.494552259	0.000591195
DUF1470	1689	0.000133037	4	0.265357007	0.000589589
DUF2065	1502	0.000118308	3	0.223795598	0.00058395
Nitrate_red_del	4936	0.000388793	25	0.567498968	0.000576943
IlvC	1087	8.56E-05	1	0.103079113	0.000573389
HTS	1505	0.000118544	3	0.223349494	0.000571868
DUF554	1088	8.57E-05	1	0.102984372	0.000568794
BolA	4369	0.000344132	21	0.538564184	0.000565283
DUF1801	1697	0.000133667	4	0.264106061	0.000559262
tRNA-synt_2e	2873	0.000226297	11	0.428999986	0.000556541
OmpW	2554	0.00020117	9	0.394840629	0.00055646
DUF881	1309	0.000103106	2	0.171194799	0.000555728
DUF161	3186	0.000250951	13	0.457191133	0.000550634
Bestrophin	1511	0.000119017	3	0.2224626	0.000548429
Glyco_hydro_92	1700	0.000133904	4	0.263639991	0.000548283
PilZ	7427	0.000585001	43	0.648716957	0.000545588
DUF3170	11879	0.00093567	77	0.726291667	0.000541616
LGT	4236	0.000333656	20	0.529022645	0.000537427
Polyketide_cyc2	4812	0.000379026	24	0.558837886	0.000537394
HisKA_3	2231	0.000175729	7	0.351559379	0.000534486
Pili_assembly_C	6760	0.000532463	38	0.629849979	0.00053046
DUF920	1098	8.65E-05	1	0.102046445	0.000524797
TrkH	3653	0.000287735	16	0.490761549	0.000520327
HgmA	1101	8.67E-05	1	0.101768389	0.000512266
DTW	1522	0.000119883	3	0.220854789	0.000507862
UPF0054	3659	0.000288208	16	0.489956802	0.000506221
LptE	1524	0.000120041	3	0.220564953	0.000500807
SusD-like	1323	0.000104208	2	0.169383214	0.000500719
SufE	2735	0.000215427	10	0.409678231	0.000499746
LTXXQ	1325	0.000104366	2	0.169127541	0.000493309
MipA	1898	0.000149499	5	0.295171223	0.000492642
NeuB	1326	0.000104445	2	0.168999994	0.000489644
UPF0066	1899	0.000149578	5	0.295015788	0.000489534
FGase	2414	0.000190143	8	0.371323931	0.000487828
Exonuc_VII_S	3520	0.000277259	15	0.477472995	0.000479507
DUF423	1903	0.000149893	5	0.294395681	0.000477289
Transaldolase	5410	0.000426128	28	0.579910516	0.000475056
EIID-AGA	3061	0.000241105	12	0.439256437	0.00047471
ABC2_membrane_4	2584	0.000203533	9	0.390256566	0.000472425
CitG	1907	0.000150208	5	0.293778176	0.00046534
Arg_tRNA_synt_N	3986	0.000313964	18	0.505982421	0.000444474
Arabinose_Isome	1124	8.85E-05	1	0.09968594	0.000425519
Alum_res	1345	0.000105941	2	0.166612634	0.000424875
Ribosomal_L31	4875	0.000383988	24	0.551615981	0.000417701
Phosphorylase	3089	0.000243311	12	0.435274832	0.000412039
Na_Ca_ex	3862	0.000304197	17	0.493215675	0.000397127
PAL	2452	0.000193136	8	0.365569319	0.000393227
Rhomboid	4312	0.000339642	20	0.519698498	0.000388306
DUF218	6716	0.000528998	37	0.617292862	0.000387633
Multi_Drug_Res	5605	0.000441488	29	0.579725761	0.000386921
Aconitase_C	4020	0.000316642	18	0.501702968	0.000381935
AstA	1360	0.000107123	2	0.164774994	0.000379745
HemY_N	1939	0.000152729	5	0.288929851	0.000379613
DAHP_synth_1	7676	0.000604614	44	0.642270432	0.000378946
DUF3656	1139	8.97E-05	1	0.098373131	0.000376939
NusB	3723	0.000293249	16	0.48153423	0.000376583
PFK	3420	0.000269382	14	0.458671914	0.000372694
FliE	2628	0.000206999	9	0.38372259	0.000370765
DUF150	3584	0.0002823	15	0.468946692	0.000354154
MDMPI_N	2806	0.00022102	10	0.399312175	0.000341795
EutC	1375	0.000108304	2	0.162977449	0.000339326
dsrm	3746	0.00029506	16	0.478577667	0.000338205
Adenylsucc_synt	4051	0.000319084	18	0.497863721	0.000332241
KH_1	4643	0.000365714	22	0.530914046	0.000329804
AFG1_ATPase	3135	0.000246934	12	0.428888024	0.000325829
Ribonuc_L-PSP	13373	0.001053348	87	0.72893806	0.000322781
Thymidylat_synt	3137	0.000247091	12	0.428614585	0.000322501
DAGK_cat	5088	0.000400765	25	0.550545382	0.000315735
Pyr_redox_2	3914	0.000308293	17	0.486662988	0.000312889
ATG22	2984	0.00023504	11	0.413041876	0.000312375
Ribonuc_red_sm	3768	0.000296793	16	0.475783423	0.000304989
Creatinase_N	5384	0.00042408	27	0.56189987	0.000304035
CbiG_C	1595	0.000125633	3	0.210746701	0.000303793
MdoG	2327	0.00018329	7	0.337055855	0.000303649
Methyltransf_6	3922	0.000308923	17	0.485670305	0.000301539
ATP_bind_3	6235	0.000491111	33	0.593031415	0.000299265
DUF945	1394	0.000109801	2	0.160756092	0.000294144
EutB	1395	0.00010988	2	0.160640855	0.000291937
RibD_C	5108	0.000402341	25	0.548389762	0.000291162
PA	1981	0.000156037	5	0.28280413	0.000289989
Ribosomal_L36	4528	0.000356656	21	0.519652588	0.00028831
FlgD	2676	0.00021078	9	0.376839673	0.000283821
DUF333	1399	0.000110195	2	0.160181553	0.000283271
Transglut_core	3323	0.000261742	13	0.438342146	0.000278952
LamB	1403	0.00011051	2	0.15972487	0.000274858
DUF1323	1178	9.28E-05	1	0.095116296	0.000274813
HlyIII	2849	0.000224407	10	0.39328535	0.000270695
Flg_bb_rod	2349	0.000185023	7	0.333899095	0.000266287
AzlD	3175	0.000250084	12	0.42348471	0.000265106
Acyl_transf_1	10593	0.000834376	65	0.687534669	0.00026432
FliG_C	2689	0.000211804	9	0.375017838	0.000263873
TMP-TENI	4252	0.000334916	19	0.500680369	0.000263421
DUF1338	1184	9.33E-05	1	0.094634287	0.000261747
CitMHS	9816	0.000773175	59	0.673469109	0.000252493
CoA_trans	7666	0.000603826	43	0.628492152	0.000250769
Lactamase_B_2	4855	0.000382413	23	0.530809663	0.000249637
YajC	3658	0.000288129	15	0.459460072	0.000247988
ATP-synt_C	4415	0.000347755	20	0.507574162	0.000247499
VacJ	2186	0.000172184	6	0.307539788	0.000247301
Competence_A	5149	0.00040557	25	0.544023093	0.000246309
BatA	1626	0.000128075	3	0.206728775	0.000243761
Gp_dh_C	6433	0.000506707	34	0.592196156	0.000241808
Pantoate_transf	3511	0.00027655	14	0.446783807	0.000238213
RecR	3511	0.00027655	14	0.446783807	0.000238213
GSP_synth	1825	0.000143749	4	0.245582457	0.000237487
FAD_oxidored	3038	0.000239293	11	0.405700118	0.000234544
LSM	2714	0.000213773	9	0.371563363	0.00022923
UPF0051	5884	0.000463464	30	0.571279722	0.000228797
DHQ_synthase	7831	0.000616823	44	0.62955789	0.000228059
Adenine_glyco	3363	0.000264893	13	0.433128442	0.000227744
RmuC	2716	0.000213931	9	0.371289752	0.000226656
ArgK	4138	0.000325937	18	0.48739631	0.000223422
SelR	3680	0.000289862	15	0.4567133	0.000222791
DUF3265	1204	9.48E-05	1	0.093062289	0.000222475
RuvC	3368	0.000265286	13	0.432485437	0.000222014
AcetylCoA_hydro	2023	0.000159345	5	0.276932764	0.000221025
DUF386	2552	0.000201013	8	0.351244502	0.000220968
SSF	9597	0.000755925	57	0.665487005	0.000219411
ELFV_dehydrog	5036	0.000396669	24	0.533980919	0.000215462
AstE_AspA	3693	0.000290886	15	0.45510559	0.00020907
FeoA	4153	0.000327118	18	0.485635909	0.000208477
RRF	3699	0.000291358	15	0.454367381	0.000203013
B3_4	4460	0.0003513	20	0.502452898	0.000202587
FlgM	2037	0.000160448	5	0.275029446	0.000201799
PEPcase	2742	0.000215978	9	0.367769134	0.000195623
BcsB	1221	9.62E-05	1	0.091766582	0.000193721
KduI	2045	0.000161078	5	0.273953536	0.000191552
Pkinase	12944	0.001019557	82	0.709815644	0.000186702
DUF3814	1455	0.000114606	2	0.15401649	0.000185461
FmdA_AmdA	1665	0.000131147	3	0.20188648	0.000184504
Ribosomal_L28	4033	0.000317666	17	0.472303232	0.000179296
DUF2236	2238	0.00017628	6	0.300394092	0.000178679
Hist_deacetyl	3726	0.000293485	15	0.451074864	0.000177767
VanZ	2590	0.000204006	8	0.346091108	0.000176923
3D	2592	0.000204163	8	0.345824062	0.000174856
CinA	4347	0.000342399	19	0.489738424	0.00017117
LysM	11802	0.000929605	73	0.693054628	0.000170497
Pterin_bind	4649	0.000366187	21	0.506127537	0.000169713
Lactate_perm	2769	0.000218105	9	0.364183086	0.00016774
DUF1127	2252	0.000177383	6	0.298526633	0.000163616
Methyltransf_19	2430	0.000191403	7	0.322769125	0.000163357
DUF1282	1242	9.78E-05	1	0.090214973	0.000163235
Ribosomal_L25p	3428	0.000270012	13	0.42491568	0.000163158
DHFR_1	3432	0.000270328	13	0.42442044	0.000159819
DUF1731	2258	0.000177855	6	0.297733382	0.000157545
Bac_GDH	1477	0.000116339	2	0.151722405	0.000156902
Lipoprotein_18	1249	9.84E-05	1	0.089709364	0.00015417
Arylsulfotrans	1250	9.85E-05	1	0.089637597	0.000152916
FlgN	1890	0.000148869	4	0.2371365	0.000152541
Pterin_4a	2442	0.000192348	7	0.321183036	0.000151846
hemP	1254	9.88E-05	1	0.089351672	0.000148001
PolyA_pol	3127	0.000246304	11	0.394153169	0.000145153
LCM	3451	0.000271824	13	0.42208373	0.000144833
PGK	3924	0.000309081	16	0.456868486	0.000144296
Ham1p_like	3927	0.000309317	16	0.456519465	0.000142198
Asp_decarbox	2456	0.000193451	7	0.319352188	0.000139409
DcpS_C	4991	0.000393125	23	0.516345605	0.000139408
CbiM	1494	0.000117678	2	0.149995979	0.000137841
DUF903	1905	0.000150051	4	0.235269283	0.000137633
YhhN	1264	9.96E-05	1	0.088644775	0.000136388
DUF482	1708	0.000134534	3	0.196803858	0.000135461
AMP_N	2101	0.000165489	5	0.266651585	0.000132725
Complex1_49kDa	2810	0.000221335	9	0.358869383	0.000132592
CRCB	4854	0.000382334	22	0.507835582	0.000132485
Cons_hypoth698	2812	0.000221492	9	0.358614142	0.000131074
YkuD	11633	0.000916294	71	0.683859428	0.000130798
Peptidase_M23	11239	0.00088526	68	0.677924703	0.000129573
AAA_3	3313	0.000260954	12	0.40584484	0.00012828
DUF3362	1273	0.00010027	1	0.088018065	0.000126711
HypA	2293	0.000180612	6	0.293188826	0.000126253
Porphobil_deam	3481	0.000274187	13	0.418446122	0.000123879
URO-D	4265	0.00033594	18	0.472882985	0.000123416
DALR_1	2481	0.00019542	7	0.316134209	0.00011961
DUF485	2302	0.000181321	6	0.292042562	0.000119238
Cellulose_synt	1281	0.0001009	1	0.087468381	0.000118682
Ribosomal_S30AE	5028	0.000396039	23	0.512545925	0.000118616
DUF548	1282	0.000100979	1	0.087400153	0.000117715
PK	4121	0.000324598	17	0.46221765	0.000117644
AsnC_trans_reg	17642	0.001389603	117	0.743084602	0.000116208
SlyX	1730	0.000136267	3	0.19430115	0.000115567
OmpH	2834	0.000223225	9	0.355830263	0.000115439
UPF0075	2310	0.000181951	6	0.291031159	0.000113322
Peptidase_S51	1735	0.00013666	3	0.193741204	0.000111462
PBP_like_2	2672	0.000210465	8	0.335470049	0.000108873
Flagellin_N	1526	0.000120198	2	0.146850585	0.000107942
Lipase_GDSL	9015	0.000710082	51	0.633876518	0.000107057
YbgT_YccB	1744	0.000137369	3	0.192741393	0.00010443
PASTA	3021	0.000237954	10	0.370893731	0.000104158
HEM4	4303	0.000338933	18	0.468706933	0.000103009
CysG_dimeriser	1750	0.000137842	3	0.192080565	9.99863E-05
Penicil_amidase	1954	0.00015391	4	0.229369491	9.81917E-05
Ribonuclease_BN	6533	0.000514583	33	0.565980541	9.6911E-05
Peptidase_M17	4319	0.000340194	18	0.466970579	9.54201E-05
DUF465	2518	0.000198335	7	0.31148887	9.52246E-05
ACP_syn_III	7810	0.000615168	42	0.60255747	9.45227E-05
RBFA	3694	0.000290964	14	0.424650229	9.41547E-05
Pantoate_ligase	3374	0.000265759	12	0.398507396	9.2441E-05
PMI_typeI	1761	0.000138708	3	0.190880743	9.2316E-05
EF_TS	3699	0.000291358	14	0.424076222	9.1751E-05
UPF0102	3212	0.000252999	11	0.38372259	9.10256E-05
DUF397	4019	0.000316564	16	0.446069156	9.03352E-05
Ribosomal_S6	3703	0.000291673	14	0.423618133	8.98705E-05
